spectral_contrast5,spectral_contrast4,spectral_contrast7,spectral_rolloff_mean,spectral_flatness_mean,spectral_centroid_mean,spectral_contrast3,mfcc1,rms_mean,rms_std,spectral_skewness_mean,spectral_flatness_std,spectral_centroid_std,spectral_kurtosis_std,spectral_kurtosis_mean,spectral_contrast6,mfcc2,mfcc4,spectral_spread_std,spectral_contrast2,spectral_flux_std,spectral_crest_mean,spectral_contrast1,spectral_crest_std,auto_corr_coeff_mean,mfcc8,spectral_flux_mean,mfcc12,mfcc6,spectral_slope_std,mfcc13,zero_crossing_rate_std,zero_crossing_rate_mean,spectral_skewness_std,beat_histogram_sum,beat_histogram_mean,mfcc17,spectral_decrease_std,mfcc7,beat_histogram_std,spectral_rolloff_std,spectral_spread_mean,mfcc9,spectral_decrease_mean,spectral_slope_mean,mfcc15,mfcc5,mfcc3,auto_corr_coeff_std,mfcc51,mfcc10,mfcc52,mfcc23,spectral_entropy,label
-0.5109410761775812,-0.4470340173985252,-0.97134745363079,2.51743487716124,2.1742256368344015,2.686512642910544,-0.8398482660270008,1.3009453151031403,1.2536608715210795,0.6317851433358604,-1.3417884326666896,0.5960366540684932,1.6361044372220854,0.8344474629792853,-0.834357076880421,-0.8559601208163383,-1.7614703785674668,-1.569170229643497,1.7896753243666952,-0.872018876556634,0.3262807082106192,-1.1187514010743314,-0.7645948639494174,-0.6841896285343083,0.20756163013098466,-1.1752092886169068,1.1136923990376455,-0.7950727905703693,-0.9005218279008073,1.2630755554996165,1.3949730832565677,2.751760879831044,3.0305930056959345,-0.2797993388539588,0.5999322486862473,0.5999059787290814,0.6475063154673153,0.3107850816108474,1.775128307984269,0.35201468132145103,0.3451715157401162,1.9146442029817363,2.137691724291061,-0.9277209303956676,0.5989063782116635,1.1033515583603997,1.0155532644826906,0.9963085983595623,-0.49931690032920023,0.5766699248812482,-0.6863754533723943,0.5429287896444901,1.1480552869963763,1.5757166008171963,7
-1.2548759713154831,-1.1219644625864003,1.4053154938750614,0.38705102497064525,-0.07443397095473875,0.7141624505297326,-1.0563240806450047,1.1620014167503383,0.2009887717355243,-1.2144617795525068,-0.8913813227978121,-0.8984157394907039,-0.981121574445263,0.6392661580402353,-0.6392226299391126,-0.9140573706004571,-0.4954452269185774,0.7023802730861153,-1.179519638689042,-0.9984755857855686,-1.2126233223261806,-1.470296202593673,-0.5643876197556352,-1.4497781670528322,-0.6519593336073638,1.4039741524791556,0.7766035970611204,1.9501341668793075,0.44657787619897865,-0.9046433662127781,-1.7225125294807826,-0.5986208263057158,1.8232211553545086,-1.2904382730529913,1.8562910541045214,1.8562645033114997,-1.2134326183829627,-0.26813137876395354,-2.0183411296350084,1.559880095309289,-0.8837143672353426,1.9977387703607683,-0.7399110368516738,0.1813077974795256,-2.3630232530773605,-1.2485358017063524,-1.7445238090120967,-1.604643914967964,-1.6502430894802274,0.06457930585461742,2.1353774615267787,-1.4764507753304583,-0.32596604796417533,1.7422809384702824,6
-0.40752050849709903,-0.7574473763436799,1.2501872064918562,0.2503459866810638,-0.23775576993778344,0.2128065352598148,-0.6897917416345211,0.9851242410526073,0.42823375504430355,-0.22671017524070727,-0.5237622520737635,-0.955335870450895,-0.8547031090857561,0.5486648776858333,-0.5486399878707132,-0.7186847773537077,0.07029440678271928,-0.1210654500681042,-0.9469607679169108,-1.2568833804586672,-0.49750970506529274,-1.2271341188457103,0.5050311118271156,-1.261182231767824,-0.2066108270676645,1.1402501874816968,0.49477625949890547,1.7896120641250535,1.495455946199908,0.675190706232913,-0.829977289443537,-0.6126090806480535,0.6000618203604541,-1.0156672759406036,0.7381488377483184,0.7381225368953783,-0.7472136635889711,-0.23048851336931916,-1.0591159907037622,0.19589611959348543,-0.8102567507021158,0.9234030444850347,-1.101532888714325,-0.032891065682763836,-1.4934897619226768,-0.7950141764415569,-1.3432272235931952,-1.0681872754744182,-0.7336458803837724,1.5425144264323283,1.380669305565512,0.9798756471034173,-0.5199892767568177,1.180191920740707,3
-0.18924131193481272,-0.26366932355750883,1.1379440777015246,-0.0008015053760907807,-0.5497177580216577,-0.09602291459408895,-0.30440856007210576,0.3809746121203591,-0.10574697213610795,-0.6733961181605629,-0.5621670949983508,-0.786640038735525,-0.8482227838408364,0.538284700825434,-0.5382620000874199,-0.3319763157119181,0.0983116842278954,1.3847042010276696,-0.13825257527033527,-0.6004887806462721,-0.8680600358749487,-0.651377787515112,-0.26337969400467764,-0.8114541231222953,0.18381286217430412,1.2802663383449244,-0.3311560763894789,0.4989248136670509,1.6100798237597098,-0.47266751631023446,-0.4849173960370293,-0.5962035494997191,-0.11482369602332879,-0.9195042515880553,0.9117564535951566,0.9117301139354362,-0.38958847880283165,-0.2635242041079344,-0.9098397815126248,0.6986470865727613,-0.6566158288302432,0.143631180852729,-0.7630779602544882,0.2513223426403887,-0.023526641303507487,-1.533391837193901,-0.7209886925897618,-0.5180358114613457,-0.8787263518239705,0.5152210512751408,1.0441172834211887,-1.082303835872457,1.4488629892919749,0.8942805432535554,0
-0.362506417232844,-0.272579325512545,-0.7349062285346059,-0.9402888522004385,-0.5065587940876601,-0.8087368733777743,-0.8382189887129092,0.5102226585812973,0.22378594601957516,-0.9117405263212242,0.46159741385724323,-0.6825177809277584,-1.0860088241521773,-0.3631136783501957,0.36298970267521197,0.0925292739616082,1.2120789804924295,0.09307799042377318,-0.9636327068049821,-0.07739121378572736,-1.2990978904024468,-0.4911491869624689,1.4149823733482603,-0.7362515562611109,-0.015991577424563086,-0.43700980779111376,-0.11438769710524592,-2.0926262621498255,-0.1716717584200607,-0.8860386587906631,0.2629048499629559,-0.879447063916556,-0.44079094787169315,-0.20583936619914264,1.5330091995941748,1.532982721064852,0.43217118994498044,-0.3137209932186345,-0.23802836178943942,1.3830523192294717,-1.0764466639119588,0.2459553019117442,0.3937159047363013,0.16016859505192735,-0.9817261250032101,-0.7458171017357181,-0.6786251779610212,-1.6696183556071371,-1.3586171206978455,-1.025243936507604,-1.2282039203245232,-0.6229913745472261,-1.7972486928480866,0.13762257747754697,9
-1.203153904856132,-0.9324303473353759,1.2636368856965599,0.3896781564774729,-0.24032546307640573,0.6442942952892846,-0.7122762151374582,0.6945091263946953,-0.054439605189547505,-0.23517125115723506,-1.0046424015802207,-0.7240431376627506,-0.5214773201653999,0.6765169964617125,-0.6764642699139422,-1.0102036479114982,-0.6518507853733507,1.1058851854625544,-0.4110964597554745,-1.038870785100158,-0.7149597615074753,-0.9710796975692978,0.7152241015891948,-1.018716724871718,0.7455268037640214,1.0341881884560213,-0.18555845806327168,1.6382088792911564,1.911785003379068,-0.8057264745806748,-1.0284718719518917,-0.27684957714966385,0.9624867687262277,-1.0256415751194896,0.8972915920696717,0.8972652556433046,-0.7303634484334619,-0.09688862599453667,-0.9905952065627563,1.0432848409579394,-0.6997558910699738,1.399874490409821,-1.2596573543059355,0.2461430630174349,-0.13966090706079345,-0.5156297459948408,-0.6986157051350721,-1.475218398297476,-0.670982175772131,-0.24781535840092175,1.1159473837746614,-0.961115611179178,-0.9569215340705263,0.36408604719653065,6
1.8242649242816444,1.5403177093257596,-0.15897110022847674,-1.6934696618871603,-1.2859064276815813,-1.6902078390416713,1.4021353065450661,-2.61952587285612,-1.7333145617101462,-1.5568394803382208,1.8191703594234572,-1.5020446529317988,-1.5045308561326258,-1.5104453898452128,1.5101705441814617,1.7572878658862419,2.028669990522722,-0.23465462517088465,-1.2976597567434525,2.6052582395064356,-0.9040447276217488,1.4261802042235743,-0.4001227587141856,0.8499666283344749,-0.49835425490335217,-0.06249338480193365,-1.0637828391064954,-1.4737710068583203,-0.42533060180703874,-0.700962475324076,-0.5260459506302713,-1.2743072068813313,-1.4214053296457603,0.07559855503228377,1.1984660787749126,1.1984396750265391,1.642300179820199,3.476311663710177,-0.029240184193279832,1.7823430061735666,-1.3488884264040062,-1.3757514433503772,0.4774922962139044,-3.610080572029818,0.5197892117336499,0.8763280171745367,0.7471032935146676,0.3025585632485179,0.5982786783842201,2.480006787414706,0.30690868733779764,-0.2986290337536201,2.0438282374555494,-1.891566548365866,1
0.9786661498510997,1.4812739705470699,-0.9939153071214775,-0.6917998916282819,-0.21240693743154593,-0.609779449909334,1.473371418716674,-0.09780942335134885,-0.17839335066354514,0.24435114356460985,0.7869149479914391,0.17178692199559187,-0.8616585440134013,-0.4036955505481804,0.4035443427867948,0.23087994789335853,0.3560062224684901,-0.9089347523023518,-0.6857869719241069,1.8824053705281703,-0.15465213263385452,0.3491636822769351,1.175380625107823,-0.5109332597877716,-0.5637364798612441,-1.0646518444879147,-0.7969488129014335,-1.4854342815693637,-0.8352761806778409,-0.830580582819651,0.8658902894315669,-0.8473321109805857,-0.8347185288432838,-0.6195577340734315,0.23012035663018,0.23009416933764604,0.0089510638929135,-0.2621147492506894,0.10275951464656513,0.5740940563725755,-0.0749839511544796,-0.21249395171161536,0.07050610439774914,0.14328515238990375,0.6185867095025173,-0.1911142878830935,0.442195997133882,-0.6176028055107059,-0.0681453867961816,-0.3778430320782351,-2.1394633365634546,0.6521206908843918,-0.691397557997288,0.03205315074266857,5
-0.5494420767044601,-0.926678404121698,1.1037380830967782,0.12277834203873826,-0.35359928553610986,-0.0010792478847174083,-0.7760789724448725,0.34854736249202517,-0.13164756208041836,-0.007574880134141159,-0.4579798092097244,-0.5391523007898278,-0.27460722764111495,0.5064047443657065,-0.5063867960310312,-0.2607923547280794,0.14663406946202912,0.5453984942680573,0.5542322903537944,-0.9835784497067587,-0.609283329821233,-0.7459552188661779,0.5462084647054304,-0.7724326783827102,0.034787446942313664,1.1624524380024808,-0.16423541942029155,0.6260014618182086,0.9231439867172393,-0.08770632762310947,-0.6563404520849762,0.4048640410133111,0.17448693338416793,-0.5975144630209815,-0.6129356021027054,-0.6129616009456189,-0.863507594445941,-0.2569326533941203,-1.2105198759016649,-1.0781208158761342,-0.4118635161575764,0.14005873903814522,-1.1899615885405401,0.28544758676543036,0.18414074240341086,-1.1133103756191365,-0.740603493778993,-0.3362443672582629,0.3574173491574848,0.05356714350541933,1.1097315577996039,0.004261019567774348,-0.49834361325749305,0.8110069758793645,3
0.32526692850104444,-0.4445806139229386,-1.0350997316633792,-0.4829377035057343,0.29432292673683913,-0.24067247784394857,-0.586925200322953,0.46656205388913286,0.05836867613692424,-0.4543239450775996,0.4516293739612541,1.002334384900955,0.5020049199437098,-0.21162098046780844,0.21151225343675065,0.06083302647249512,0.2965007527091662,-0.8988855543449331,0.1905131452338718,-0.08853414529184227,-0.7225966850619342,-0.34282615695662744,1.6353882817583143,-0.45515982401384814,0.2926175410032184,-0.6301846149527929,-0.08168407468328856,-0.030752529411951578,-0.5803827052600425,-0.2854790417314982,1.1763086994123886,-0.0360202782036306,-0.1925856479205804,0.027429131098191502,0.813453135268507,0.8134268175826835,-0.19067609623267762,-0.28164840466163266,0.18386536944182286,0.6295513984650493,0.7591909471123313,0.5197344099982635,0.9285557622862162,0.32372440769909894,-0.2081658666015797,0.14574577869645916,1.121026019995284,-0.7376570170852015,-0.7800505518439889,-0.3715921672136432,-0.44543037011528186,-0.8115459369217822,-1.5649034566683524,0.32753262521765275,8
