spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flux_mean,spectral_flux_std,spectral_flatness_mean,spectral_flatness_std,spectral_crest_mean,spectral_crest_std,spectral_decrease_mean,spectral_decrease_std,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_slope_mean,spectral_slope_std,spectral_skewness_mean,spectral_skewness_std,rms_mean,rms_std,spectral_crest_factor_mean,spectral_crest_factor_std,beat_histogram_mean,beat_histogram_std,zero_crossing_rate_mean,zero_crossing_rate_std,auto_corr_coeff_mean,auto_corr_coeff_std,spectral_spread_mean,spectral_spread_std,spectral_entropy,spectral_tonal_power_ratio_mean,spectral_tonal_power_ratio_std,beat_histogram_sum,label,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,mfcc50,mfcc51,mfcc52,spectral_contrast1,spectral_contrast2,spectral_contrast3,spectral_contrast4,spectral_contrast5,spectral_contrast6,spectral_contrast7
4236.474713895836,982.6068853560823,8793.280161571207,1323.747623732916,7.608002755405053e-05,2.561660621073361e-05,0.6056816459068033,0.09988114782546297,0.027225762605667114,0.017331531271338463,-0.1192661447699602,0.5095565252949587,6.023785424138079,10.904587331429953,-1.208195246764913e-06,9.80845998431397e-07,0.00025025432691195106,0.00022592555381574985,0.21323446161742127,0.06522761911973789,0.01623099361733451,0.010758727740199307,0.4067361137117512,0.23500242016600786,0.22889677843524,0.09791600667357103,0.27298958228833925,0.22121177182248,2093.1161408257026,755.6751636928365,15.425582772732715,0.23262989823968674,0.1017678220844424,33631.78903448357,7,0.10341686130753207,0.08066363178925035,0.14732522108612353,0.08227738479077025,0.05991479602696718,0.08352174995898086,0.06877944403054516,0.13440466886165184,0.08360785660014165,0.05722635450718375,0.05694765434603264,0.04191437669482073,-14.14327621459961,44.38957977294922,12.682170867919922,10.152803421020508,11.259819984436035,3.97651481628418,12.509233474731445,-2.171469688415528,10.70441722869873,2.284542798995972,5.032598972320557,-0.8664771914482117,3.806728601455689,1.6644749641418457,1.5052374601364136,-0.1911238729953766,-1.022329568862915,4.780416965484619,4.864114284515381,3.0551936626434326,-2.1907260417938232,-0.09545768797397614,2.403641939163208,2.4925365447998047,0.4497052431106568,0.2738421857357025,-1.6798886060714722,-0.3301800787448883,-0.2386545538902283,-1.712289333343506,-3.074613332748413,-1.819375276565552,1.5813509225845337,1.5776919126510618,1.3497270345687866,0.9427627921104432,2.3360393047332764,0.6284079551696777,-2.2596466541290283,-2.234970569610596,-0.9638313055038452,-0.6288347244262695,-1.4903147220611572,-1.1452785730361938,-0.7124866247177124,-0.5155295729637146,1.2215428352355957,0.475163459777832,-1.8086857795715328,-1.6074949502944946,1.5152777433395386,2.0708065032958984,18.56032652061128,14.327633950586321,17.295292136529692,18.093087042227907,17.996458808836767,16.877069906734686,17.724842299904395
2812.4892926710686,349.2679015502273,5400.9673410893965,759.9162033953688,6.923713784427281e-05,1.2757552449052455e-05,0.27052660744041424,0.042839666384515813,0.01918909139931202,0.006779430434107781,0.14999389896449233,0.08145783448781574,6.023987525253532,10.904420107030166,-3.164384730643828e-06,4.757891699835211e-07,0.0004062489359557529,0.00010401576203165025,0.14412401558463914,0.015871375210673406,0.01623099361733451,0.010758727740199307,0.476968379875133,0.27261497579556,0.17873128580820888,0.03157588273700287,0.09120887599825897,0.13505382860927112,2125.258896611021,302.5840140805829,15.626156290487664,0.23262989823968674,0.1017678220844424,39439.08442673512,6,0.06318631866104643,0.10950677304650937,0.04228780549539807,0.1382612608470915,0.09095771941598188,0.11031919717729637,0.11799627115973445,0.06178620707285513,0.06972700278746853,0.052612018779987925,0.1119343308048304,0.031425094751800026,-28.06344413757324,84.0367202758789,-43.71731185913086,47.99377059936523,-22.458499908447266,19.91927719116211,-25.18520545959473,24.80384063720703,-13.12224292755127,24.67234992980957,-16.421636581420902,17.564712524414062,-15.42140007019043,8.641517639160156,-9.953124046325684,7.075050354003906,-9.486576080322266,8.428876876831055,-3.548051118850708,2.627079486846924,-7.914523601531982,3.798749208450317,-3.1038081645965576,-1.0817790031433103,-4.529538154602051,1.984748363494873,0.11883998662233353,1.671715497970581,-1.3845281600952148,-0.9547222852706908,-0.8806464076042175,0.13742981851100922,-0.93747478723526,-3.7961912155151367,-5.46153450012207,-5.998558044433594,-3.106575727462769,0.994544804096222,1.2412452697753906,-2.7563035488128658,-3.610292673110962,-1.1140315532684326,1.949696063995361,-0.8565268516540527,-0.9735056161880492,-2.675333976745605,-2.1010482311248784,-3.434504508972168,-1.9111328125,-0.8827769756317139,-0.9733339548110962,-6.110501289367676,19.362247727733735,14.040931099615701,16.694309351526165,16.230232051531473,16.095430411066516,16.747360437746202,44.55193195728688
2450.523391814796,379.8597350518661,5183.285324049439,793.6196683291972,6.351605373578072e-05,1.8733028676027053e-05,0.2461840508209265,0.040667092264540385,0.024748023599386212,0.009378846734762192,0.0979887580575936,0.10929408116015846,6.0240813418671015,10.9043424830757,-2.5901063098100916e-06,8.438747082474049e-07,0.0005335706232873282,0.00013716041331388924,0.1590431933213543,0.042277219683368936,0.01623099361733451,0.010758727740199307,0.4144626200484264,0.2301409364114462,0.12790983375598758,0.03129890458701262,0.1853959516827366,0.20366998404576472,1709.6828612879174,338.07187103229717,14.949299688612564,0.23262989823968674,0.1017678220844424,34270.67066394424,3,0.21644169278216488,0.047273213998550855,0.06011953320269722,0.15553157910170773,0.052464085484626284,0.0968196639074444,0.050609190416895385,0.1232624649966634,0.05984200143935867,0.02963508242811065,0.07717007099982351,0.03083142124195707,-45.78397750854492,101.75355529785156,-32.08469772338867,34.276275634765625,-17.556083679199222,32.33262252807617,-15.653705596923828,22.045589447021484,-16.116485595703125,18.684490203857425,-13.085622787475586,16.486974716186527,-9.91639232635498,11.573790550231935,-7.743573188781737,6.135707378387451,-7.366037845611572,3.5808048248291016,-6.619126319885254,2.844188451766968,-3.321268320083618,2.8736255168914795,-3.828745603561402,0.5092261433601379,1.4683853387832642,-2.2817211151123047,-5.502012252807617,1.795325517654419,2.1288113594055176,-0.3578476905822754,-6.1148200035095215,-5.123893737792969,4.108178615570068,0.3695368468761444,1.4144500494003296,-2.301607608795166,-5.01095724105835,-2.0489177703857417,2.316206693649292,-3.2350587844848637,-3.0435338020324707,0.13508234918117526,2.687373161315918,-1.4226319789886477,-1.0454388856887815,-1.397897243499756,-1.5489342212677002,-4.772707939147949,-4.7986488342285165,-3.6754546165466313,6.209001541137695,3.841051578521729,23.645756866494647,13.455068539237953,17.711880881542513,17.23632457283173,18.260736553245668,17.183554498895482,42.80088834447977
2227.556579969896,381.42790019582105,4783.371075609521,864.1124458938965,4.674965909708581e-05,1.5636716930305e-05,0.19968718141742434,0.04710601276507238,0.037910398095846176,0.015577445738017559,0.1669926646575875,0.08486476031142197,6.02409209036866,10.904333589709372,-1.619277574424629e-06,5.764352226301939e-07,0.0005202694379238163,0.00014876021803093148,0.12398607892090102,0.030335837370860187,0.01623099361733451,0.010758727740199307,0.4241675357393592,0.2457964461183493,0.09820681882220343,0.031623746669224406,0.26796693828683843,0.19280930928006965,1408.0504276455642,461.47856182433134,14.605010799665642,0.23262989823968674,0.1017678220844424,35073.141027680394,0,0.11138894546097522,0.1283411223389237,0.10159749710177116,0.21994312610386368,0.05093899401951512,0.053527124324024095,0.0685010360755417,0.057140149591157874,0.06183141408152435,0.042912254192904266,0.08180039565150002,0.022077941058298856,-106.31102752685548,102.63095092773438,-20.155122756958008,59.36036682128906,-9.954543113708496,33.68918228149414,-14.170397758483887,23.509998321533203,-13.314065933227539,16.014284133911133,-18.916980743408203,7.821361541748048,-7.788120746612549,4.047834396362306,-11.340938568115234,2.0602176189422607,-5.739424705505371,0.4642563164234162,-1.9090880155563357,-3.1283082962036133,-7.870138168334961,-2.817214250564575,3.5275628566741943,0.8989614248275757,1.444854974746704,-3.4397101402282715,-8.376788139343263,-4.694870471954347,0.6184017062187195,-0.9326302409172058,-1.682869791984558,-4.909870624542236,-1.7281225919723509,-4.258124828338623,0.995148539543152,-2.128690481185913,2.117199659347534,-2.344124317169189,-1.8943558931350708,-5.881326675415039,-3.91208291053772,-2.0796473026275635,-1.2828495502471924,1.270444393157959,1.0758578777313232,0.4959357380867005,-1.5873223543167114,-2.210540771484375,-1.4768173694610596,0.9289199113845824,1.2166540622711182,-4.513655662536621,20.567921579065487,14.943247413062966,18.781786349539477,18.599186355830774,18.818520512593967,18.046930121653816,41.53392010119422
1712.9956816406366,323.8863778119514,3287.3801216621523,671.4877121208343,5.115004885584312e-05,1.2034972549431956e-05,0.20611987766338494,0.05108023627458559,0.04157338663935661,0.01661396212875843,0.14486153185162967,0.04774510458924667,6.025025518460358,10.903561303639384,-2.2521149428991198e-06,4.801238807390057e-07,0.0008748414258268062,0.0002348470831192416,0.14562070470880115,0.023964108542120787,0.01623099361733451,0.010758727740199307,0.4588964587377606,0.2671086135074855,0.0846630975861745,0.02601530813930274,0.2257101537725839,0.15688484948158565,1447.631586052043,335.5277780875592,13.693858075910999,0.23262989823968674,0.1017678220844424,37944.771483649216,9,0.12046857226661985,0.07006208898976195,0.07684275973773336,0.08202293208476205,0.11527007728242696,0.03455901247964103,0.07853153970205437,0.0548963695336457,0.09578527444542186,0.13143116557910325,0.07400902110931064,0.06612118678951896,-93.36224365234376,137.50994873046878,-45.12622833251953,37.8436164855957,-9.43701171875,12.602367401123047,-7.494832038879394,5.549252986907959,-3.735768795013428,-2.0143280029296875,-2.456151008605957,-9.578189849853516,-3.1756784915924072,-5.571907043457031,-7.503885746002197,-5.674807548522949,-2.0017542839050293,-3.871058225631714,-6.215150833129883,-8.103869438171388,-8.038812637329103,-7.870986461639403,-8.601025581359862,-3.654706478118897,-8.904763221740723,-5.200891971588135,-2.387997627258301,-5.6740379333496085,-0.6323697566986084,-7.992022514343263,-2.0747082233428955,-0.5832209587097168,-1.5609920024871826,-2.5222771167755127,-4.965990543365479,-3.2898802757263184,-5.5238447189331055,-4.025829792022705,-6.599688053131104,-2.9923107624053955,-5.6468915939331055,-7.495760440826416,-3.4626374244689937,-4.002769470214844,-0.7045946717262268,-4.415701866149902,-3.829639673233032,-4.968286991119385,0.1865522563457489,-0.9075472354888916,-6.269558429718018,-2.652798652648926,27.29052615044396,16.129215043164773,17.299815355991846,18.574594130472747,18.375764180464724,18.99469262028844,20.393723030768346
2762.0463059973017,460.49659315731986,5405.150649126837,844.3191331843524,4.970528514687055e-05,1.6916020005710388e-05,0.24580104683057666,0.049495262490384585,0.030601687729358677,0.012720746919512749,0.16573519222000566,0.20808888281443816,6.023948954016633,10.904452022223573,-1.6959777860003962e-06,4.988358164224272e-07,0.00036702194038349247,0.00013595724896414647,0.12735453051676526,0.0420510273352642,0.01623099361733451,0.010758727740199307,0.42335892915317297,0.25652835925928386,0.1429683478914248,0.03794719992427666,0.3867642234525871,0.20836096766778275,1893.9922067494429,419.8433203449984,13.9665609569991,0.23262989823968674,0.1017678220844424,35006.27977488841,6,0.06375097445968812,0.06161664320063565,0.06566530058866474,0.09573662956789533,0.12813695191092475,0.052379022485980184,0.08200355055569412,0.08103356167217557,0.1174323601040542,0.08893028097130315,0.06934146171033208,0.09397326277265212,-74.89940643310547,79.13868713378906,-40.91082763671875,54.71561813354492,-9.681224822998047,37.25982666015625,-14.972837448120115,20.936302185058594,-17.425762176513672,16.584184646606445,-11.090615272521973,15.470460891723633,-11.140673637390137,10.471945762634276,-6.382416248321532,5.546656608581543,-7.2893967628479,2.9130246639251713,-0.5680956244468689,-2.834681272506714,-6.2078046798706055,-2.197052001953125,-5.46127462387085,-5.763409614562987,-6.486766338348389,-7.395206928253174,-3.852913856506348,-4.795777797698975,-1.4792240858078003,-4.389379978179932,-2.523156881332397,-3.8009641170501713,-0.7464745044708252,-3.035730600357056,-1.0986686944961548,-4.557356357574463,-1.1995457410812378,-4.4331703186035165,-3.702527046203613,-2.5018813610076904,0.11839181184768675,-3.868452787399292,-0.8800429701805115,-0.9526960253715516,-0.33267977833747864,-1.4856992959976196,-2.4181487560272217,-2.1732611656188965,0.11228012293577194,-1.0639268159866333,-2.491481304168701,-4.022674083709717,24.487675533111602,13.949347039903595,17.649459213195968,16.753359397497206,16.227599392214202,16.53270169535176,42.95270446559458
1076.5966237110906,222.6087971776393,2088.054040489551,546.4873129517737,3.187736400360133e-05,1.5336029508225653e-05,0.08996077327467249,0.01979986423915196,0.08540548384189606,0.038476794958114624,-0.770513724083543,2.8504085795526306,6.0262136558257975,10.902578310637717,-1.2604477268453505e-06,5.232447804583437e-07,0.0013450250802404672,0.0002687959418228348,0.01713236627203717,0.0067184947917489826,0.01623099361733451,0.010758727740199307,0.44019501659943416,0.27954240207459324,0.04391922607307222,0.018196774873700867,0.12369492447707027,0.3033774036703541,820.3207339406979,284.5561504439318,11.250348217226904,0.23262989823968674,0.1017678220844424,36398.405337557415,1,0.034812926310535695,0.005601882880491135,0.05079371154864569,0.46060611546170793,0.019751399365343314,0.13935773299940055,0.038274675494838345,0.04744056990730481,0.09805862325166176,0.025213854865332626,0.07079720639188097,0.009291301522857162,-406.9177551269531,163.08250427246094,-2.3612191677093506,32.384033203125,7.980316638946532,9.600345611572266,-5.420173645019531,9.466266632080078,-3.0420970916748047,10.165266036987305,-10.3424072265625,-5.423224925994873,-8.041794776916504,-2.0908071994781494,0.3991820216178894,3.3924236297607417,3.5023651123046875,7.387802124023437,6.448439598083496,0.18480117619037628,4.6897010803222665,4.618072032928467,5.75055742263794,-0.10959523916244507,0.8463994264602661,0.4818927645683289,0.009629759937524796,-3.9101877212524414,0.9177108407020568,-0.09423989057540894,-5.114424705505371,0.8591692447662354,7.031864643096924,-0.8080005645751953,-1.417346477508545,-0.2881244421005249,-4.29175329208374,-4.237164497375488,-3.3828957080841064,-0.33703744411468506,1.9573076963424685,-0.23083968460559845,4.562238693237305,10.841996192932127,8.492218971252441,5.972848415374756,2.895892143249512,-0.970700979232788,-9.222774505615234,1.704395771026611,10.764942169189453,-1.3386781215667725,20.02020331862465,22.211322122364773,23.519514152989807,23.578316088855033,23.96377254896395,22.711477042183525,26.894713564625512
1856.6377547156603,378.17659875818543,3683.0610623669704,1130.9739439766029,3.729408446844885e-05,2.1597940242317168e-05,0.2499622077746413,0.08368803700931396,0.060783792287111275,0.01971952244639397,0.14076241665713474,0.08590702775489341,6.02506752097776,10.903526534534716,-1.1951974845278449e-06,4.930450577796224e-07,0.0009875123416281382,0.00018494170308875157,0.1192166700767602,0.054870235849758836,0.01623099361733451,0.010758727740199307,0.3860630964803254,0.2419179032583739,0.06829567014182399,0.026651208805214016,0.10986719073574346,0.25348912473034435,1270.293610008911,377.92628845768274,13.566733436952033,0.23262989823968674,0.1017678220844424,31922.39925866866,5,0.17986452870652592,0.05749376407578013,0.1393833870500929,0.046828375484867735,0.12643441796272087,0.06026040589899495,0.028030660584167203,0.1015057953507142,0.036973788467284,0.09524303871623084,0.019258426023914917,0.1087234116787063,-154.27825927734375,110.7009735107422,-22.314149856567386,21.15143585205078,4.255434513092041,4.7486891746521,-4.108536720275879,-1.0151652097702026,-6.41195821762085,-9.244266510009766,-3.628815174102783,-5.501531600952148,0.5434346199035645,-0.5039569139480591,-4.801381587982178,-11.203032493591307,-3.9267177581787114,-1.455860257148743,-4.40649938583374,-10.599841117858887,-6.2693586349487305,-8.281735420227049,-4.469185829162598,-1.3299483060836792,-6.223564147949219,-4.854521751403809,-2.8689584732055664,-1.4732331037521362,-6.049209117889403,-3.826963901519776,-5.433277606964111,-0.934849202632904,1.1409882307052612,-0.554272472858429,-2.1317386627197266,-2.2697548866271973,-3.054457426071167,-4.729765892028809,-3.7987461090087886,-0.046690784394741065,1.008601427078247,4.148256778717041,0.7450293898582458,-0.8652372956275941,-7.851882934570312,-5.390304565429688,-1.2474470138549805,-0.986309051513672,-3.833764314651489,-6.798628807067871,-3.123378038406372,2.51318621635437,26.33081201047185,20.57246895568011,23.717280712553343,23.415351261534735,21.80295539437382,19.30357802392749,17.47010284279934
2296.103432224653,520.2363530536313,4980.153219028154,976.4085069007956,5.013814201086511e-05,1.7799050324320967e-05,0.22891797026700414,0.0565523271955175,0.03574826195836067,0.016115278005599976,0.17527790064345966,0.0897390978438974,6.024125103577738,10.904306276096596,-1.4821248386334928e-06,6.661273294279956e-07,0.0005563538037293719,0.0001876007047295052,0.1222856431214454,0.04813542583135474,0.01623099361733451,0.010758727740199307,0.3389350545316397,0.1904684428509798,0.1102274819197896,0.05144565170824543,0.23644944612676316,0.2853466064555625,1406.6685307487473,567.1498861255891,14.504734398488864,0.23262989823968674,0.1017678220844424,28025.522854057694,3,0.1337642666486386,0.06901817532813258,0.11952046640650026,0.08412345970462133,0.1062174914535158,0.11732509719034134,0.06860896026201835,0.05845156111342355,0.05689339546209715,0.10228801650606252,0.05176550375954565,0.032023606165102934,-109.5597686767578,104.14422607421876,-16.213127136230472,45.37866592407226,-10.19416618347168,25.55937957763672,-17.15815544128418,22.27779960632324,-16.848678588867188,16.534868240356445,-12.094586372375488,8.674548149108888,-8.845429420471191,5.252254009246826,-9.294307708740234,3.454062938690185,-7.894986152648926,1.5275344848632812,-4.046119689941406,-0.10680637508630753,-3.151005983352661,2.2018966674804688,-3.747869968414306,-3.1709346771240234,-1.3914014101028442,-5.068268775939941,-3.35934853553772,-3.8616640567779537,-4.110847473144531,-2.17869234085083,2.75065016746521,-0.40141233801841736,-1.4198631048202517,-4.689195156097412,-2.0751292705535893,-2.135905742645264,-1.6760083436965942,-3.1257193088531494,1.224152684211731,-0.15683001279830933,-1.2298351526260376,-4.191803932189941,-2.7703757286071777,-3.3301143646240234,0.2603296935558319,-1.2820152044296265,0.669540524482727,1.256543755531311,-1.6839683055877686,-4.956127166748047,-1.0268498659133911,-0.11155034601688384,23.810690921000308,14.074705910071664,17.4723292236626,16.769235160989872,17.898074533784584,18.20585733101433,41.14781264534126
2123.1233662079453,708.1676765885478,4015.642384626548,1513.7059976323105,5.181393113265412e-05,1.6852206013016912e-05,0.3254885642445747,0.11538905197327133,0.04496420174837112,0.02048824727535248,0.1845710940653845,0.07146222806360678,6.024868632979926,10.903691097194578,-1.7412214947069115e-06,6.200482650527095e-07,0.0008713890813756706,0.0002629854349806269,0.1347606645258762,0.03619235605984235,0.01623099361733451,0.010758727740199307,0.41867223870503606,0.24364482774877186,0.09497586174509252,0.042715804501591806,0.29097811800159673,0.20019614611750788,1553.535200306468,511.6473247751648,13.92254404115992,0.23262989823968674,0.1017678220844424,34618.75140180331,8,0.09588755839729818,0.06285354439185452,0.06718382533423227,0.15699356363565778,0.057368860096672636,0.05131426434820576,0.05744917036065415,0.08325847657258521,0.10804250861825816,0.05702415659915334,0.1165236419328982,0.08610042971252976,-97.73640441894531,108.83748626708984,-24.91742515563965,21.3188419342041,12.548321723937988,7.765322685241699,-3.30261492729187,3.528865337371826,0.6927255392074585,4.196202754974365,-9.682310104370117,4.2651329040527335,2.458043336868286,-6.628557205200195,-3.1602041721343994,-1.0991891622543335,-4.834696769714356,-0.11734984070062635,-7.432326793670653,-7.704781055450439,-8.002101898193361,-1.056621551513672,-7.7329039573669425,-2.5491924285888667,-9.787115097045898,-5.896580219268799,-4.947463035583496,-1.6335910558700562,-2.9913012981414795,-4.531156539916992,-4.995389461517334,-4.0377936363220215,0.319053053855896,1.5954021215438845,-0.7784779071807861,-6.294119358062744,-5.175582885742188,-6.155947685241699,-5.446450233459473,-4.748222827911377,-2.5965590476989746,-4.570228576660156,-5.1299967765808105,0.3950868844985962,-0.8730959296226501,-1.9328454732894895,-4.50762414932251,-5.367911815643311,-1.5019943714141846,-0.32144227623939514,-3.093000650405884,-3.4167079925537114,28.17335220821655,16.10395177124782,17.997460222542784,18.099858606529494,20.133279078629588,18.923926732987105,17.005224871426588
